ppd_id,PlanName,StateAbbrev,fy,size_rank,latest_MktAssets_net,status,batch
73,New Jersey Teachers,NJ,2008.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2009.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2010.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2011.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2012.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2013.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2014.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2015.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2016.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2017.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2018.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2019.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2020.0,50.0,2.6533142e+07,pending,
73,New Jersey Teachers,NJ,2021.0,50.0,2.6533142e+07,pending,
42,Kentucky Teachers,KY,2001.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2002.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2003.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2004.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2005.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2006.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2007.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2008.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2009.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2010.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2011.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2012.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2013.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2014.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2015.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2016.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2017.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2018.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2019.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2020.0,51.0,2.593578e+07,pending,
42,Kentucky Teachers,KY,2021.0,51.0,2.593578e+07,pending,
39,Kansas PERS,KS,2001.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2002.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2003.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2004.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2005.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2006.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2007.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2008.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2009.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2010.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2011.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2012.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2013.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2014.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2015.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2016.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2017.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2018.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2019.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2020.0,52.0,2.5254596e+07,pending,
39,Kansas PERS,KS,2021.0,52.0,2.5254596e+07,pending,
33,Illinois SERS,IL,2001.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2002.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2003.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2004.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2005.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2006.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2007.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2008.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2009.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2010.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2011.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2012.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2013.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2014.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2015.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2016.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2017.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2018.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2019.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2020.0,53.0,2.3883338e+07,pending,
33,Illinois SERS,IL,2021.0,53.0,2.3883338e+07,pending,
35,Illinois Universities,IL,2001.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2002.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2003.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2004.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2005.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2006.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2007.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2008.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2009.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2010.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2011.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2012.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2013.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2014.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2015.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2016.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2017.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2018.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2019.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2020.0,54.0,2.3768314e+07,pending,
35,Illinois Universities,IL,2021.0,54.0,2.3768314e+07,pending,
17,Connecticut Teachers,CT,2002.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2003.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2004.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2005.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2006.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2007.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2008.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2009.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2010.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2011.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2012.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2013.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2014.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2015.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2016.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2017.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2018.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2019.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2020.0,55.0,2.3117088e+07,pending,
17,Connecticut Teachers,CT,2021.0,55.0,2.3117088e+07,pending,
122,Washington Teachers Plan 2/3,WA,2001.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2002.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2003.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2004.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2005.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2006.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2007.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2008.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2009.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2010.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2011.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2012.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2013.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2014.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2015.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2016.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2017.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2018.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2019.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2020.0,56.0,2.278449e+07,pending,
122,Washington Teachers Plan 2/3,WA,2021.0,56.0,2.278449e+07,pending,
48,Maryland PERS,MD,2001.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2002.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2003.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2004.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2005.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2006.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2007.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2008.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2009.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2010.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2011.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2012.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2013.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2014.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2015.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2016.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2017.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2018.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2019.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2020.0,57.0,2.257749e+07,pending,
48,Maryland PERS,MD,2021.0,57.0,2.257749e+07,pending,
90,Oklahoma Teachers,OK,2001.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2002.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2003.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2004.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2005.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2006.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2007.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2008.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2009.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2010.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2011.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2012.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2013.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2014.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2015.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2016.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2017.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2018.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2019.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2020.0,58.0,2.205207e+07,pending,
90,Oklahoma Teachers,OK,2021.0,58.0,2.205207e+07,pending,
29,Hawaii ERS,HI,2001.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2002.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2003.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2004.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2005.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2006.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2007.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2008.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2009.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2010.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2011.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2012.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2013.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2014.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2015.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2016.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2017.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2018.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2019.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2020.0,59.0,2.1935792e+07,pending,
29,Hawaii ERS,HI,2021.0,59.0,2.1935792e+07,pending,
142,Orange County ERS,CA,2001.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2002.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2003.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2004.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2005.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2006.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2007.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2008.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2009.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2010.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2011.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2012.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2013.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2014.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2015.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2016.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2017.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2018.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2019.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2020.0,60.0,2.1922182e+07,pending,
142,Orange County ERS,CA,2021.0,60.0,2.1922182e+07,pending,
31,Idaho PERS,ID,2001.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2002.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2003.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2004.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2005.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2006.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2007.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2008.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2009.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2010.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2011.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2012.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2013.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2014.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2015.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2016.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2017.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2018.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2019.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2020.0,61.0,2.1819752e+07,pending,
31,Idaho PERS,ID,2021.0,61.0,2.1819752e+07,pending,
8,Arkansas Teachers,AR,2001.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2002.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2003.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2004.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2005.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2006.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2007.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2008.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2009.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2010.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2011.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2012.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2013.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2014.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2015.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2016.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2017.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2018.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2019.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2020.0,62.0,2.1468772e+07,pending,
8,Arkansas Teachers,AR,2021.0,62.0,2.1468772e+07,pending,
15,Colorado State,CO,2001.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2002.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2003.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2004.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2005.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2006.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2007.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2008.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2009.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2010.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2011.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2012.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2013.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2014.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2015.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2016.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2017.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2018.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2019.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2020.0,63.0,1.9985566e+07,pending,
15,Colorado State,CO,2021.0,63.0,1.9985566e+07,pending,
117,Washington LEOFF Plan 2,WA,2001.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2002.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2003.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2004.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2005.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2006.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2007.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2008.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2009.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2010.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2011.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2012.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2013.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2014.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2015.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2016.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2017.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2018.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2019.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2020.0,64.0,1.9638684e+07,pending,
117,Washington LEOFF Plan 2,WA,2021.0,64.0,1.9638684e+07,pending,
139,Los Angeles ERS,CA,2001.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2002.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2003.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2004.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2005.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2006.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2007.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2008.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2009.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2010.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2011.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2012.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2013.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2014.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2015.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2016.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2017.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2018.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2019.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2020.0,65.0,1.9023688e+07,pending,
139,Los Angeles ERS,CA,2021.0,65.0,1.9023688e+07,pending,
149,New York City Fire,NY,2004.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2005.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2006.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2007.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2009.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2010.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2011.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2012.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2013.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2014.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2015.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2016.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2017.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2018.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2019.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2020.0,66.0,1.890856e+07,pending,
149,New York City Fire,NY,2021.0,66.0,1.890856e+07,pending,
86,Ohio Police & Fire,OH,2001.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2002.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2003.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2004.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2005.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2006.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2007.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2008.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2009.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2010.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2011.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2012.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2013.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2014.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2015.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2016.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2017.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2018.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2019.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2020.0,67.0,1.8776918e+07,pending,
86,Ohio Police & Fire,OH,2021.0,67.0,1.8776918e+07,pending,
74,New Mexico PERA,NM,2001.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2002.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2003.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2004.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2005.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2006.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2007.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2008.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2009.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2010.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2011.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2012.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2013.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2014.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2015.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2016.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2017.0,68.0,1.7813948e+07,pending,
74,New Mexico PERA,NM,2018.0,68.0,1.7813948e+07,pending,
