ppd_id,filename,size_bytes
85,OH_OH-OPERS_AV_2017_85.pdf.pdf,1560680
85,OH_OH-OPERS_AV_2017_85_GASB68.pdf.pdf,4780246
85,OH_OH-OPERS_AV_2018_85.pdf.pdf,1940445
85,OH_OH-OPERS_AV_2018_85_GASB68.pdf.pdf,3308727
85,OH_OH-OPERS_AV_2019_85.pdf.pdf,1491478
85,OH_OH-OPERS_AV_2020_85.pdf.pdf,1286184
85,OH_OH-OPERS_AV_2021_85.pdf.pdf,1478418
85,OH_OH-OPERS_AV_2022_85.pdf.pdf,1327731
85,OhioPERS_InvPolStmt_September2006_85.pdf.pdf,101542
85,OhioPERS_InvPolStmt_November2009_85.pdf.pdf,243259
85,OhioPERS_InvPolStmt_December2010_85.pdf.pdf,202004
85,OhioPERS_InvPolStmt_January2012_85.pdf.pdf,260704
85,OhioPERS_InvPolStmt_2013_85.pdf.pdf,293817
85,OhioPERS_InvPolStmt_February2014_85.pdf.pdf,280394
85,OhioPERS_InvPolStmt_February2015_85.pdf.pdf,283732
85,OhioPERS_InvPolStmt_January2016_85.pdf.pdf,282082
85,OhioPERS_InvPolStmt_February2017_85.pdf.pdf,282300
85,OhioPERS_InvPolStmt_March2018_85.pdf.pdf,285770
108,TX_TX-TRS_CAFR_2001_108.pdf.pdf,3132470
108,TX_TX-TRS_CAFR_2002_108.pdf.pdf,1684617
108,TX_TX-TRS_CAFR_2003_108.pdf.pdf,5965672
108,TX_TX-TRS_CAFR_2004_108.pdf.pdf,35299299
108,TX_TX-TRS_CAFR_2005_108.pdf.pdf,5727236
108,TX_TX-TRS_CAFR_2006_108.pdf.pdf,2700646
108,TX_TX-TRS_CAFR_2007_108.pdf.pdf,2243351
108,TX_TX-TRS_CAFR_2008_108.pdf.pdf,47352735
108,TX_TX-TRS_CAFR_2009_108.pdf.pdf,5530067
108,TX_TX-TRS_CAFR_2010_108.pdf.pdf,6192379
108,TX_TX-TRS_CAFR_2011_108.pdf.pdf,5076831
108,TX_TX-TRS_CAFR_2012_108.pdf.pdf,4790340
108,TX_TX-TRS_CAFR_2013_108.pdf.pdf,5658983
108,TX_TX-TRS_CAFR_2014_108.pdf.pdf,12264923
108,TX_TX-TRS_CAFR_2015_108.pdf.pdf,17641464
108,TX_TX-TRS_CAFR_2016_108.pdf.pdf,6982307
108,TX_TX-TRS_CAFR_2017_108.pdf.pdf,79697075
108,TX_TX-TRS_CAFR_2018_108.pdf.pdf,11934642
108,TX_TX-TRS_CAFR_2019_108.pdf.pdf,6556730
108,TX_TX-TRS_CAFR_2020_108.pdf.pdf,24740355
108,TX_TX-TRS_CAFR_2021_108.pdf.pdf,7242481
108,TX_TX-TRS_CAFR_2022_108.pdf.pdf,5714596
108,TX_TX-TRS_AV_2003_108.pdf.pdf,2258022
108,TX_TX-TRS_AV_2004_108.pdf.pdf,2362706
108,TX_TX-TRS_AV_2005_108.pdf.pdf,7077810
108,TX_TX-TRS_AV_2006_108.pdf.pdf,392822
108,TX_TX-TRS_AV_2007_108.pdf.pdf,520696
108,TX_TX-TRS_AV_2008_108.pdf.pdf,436683
108,TX_TX-TRS_AV_2009_108.pdf.pdf,677900
108,TX_TX-TRS_AV_2010_108.pdf.pdf,10296569
108,TX_TX-TRS_AV_2011_108.pdf.pdf,764756
108,TX_TX-TRS_AV_2012_108.pdf.pdf,716251
108,TX_TX-TRS_AV_2013_108.pdf.pdf,754296
108,TX_TX-TRS_AV_2014_108.pdf.pdf,818813
108,TX_TX-TRS_AV_2014_108_GASB67.pdf.pdf,329301
108,TX_TX-TRS_AV_2015_108.pdf.pdf,513968
108,TX_TX-TRS_AV_2016_108.pdf.pdf,778119
108,TX_TX-TRS_AV_2017_108.pdf.pdf,1102552
108,TX_TX-TRS_AV_2018_108.pdf.pdf,997466
108,TX_TX-TRS_AV_2019_108.pdf.pdf,1078962
108,TX_TX-TRS_AV_2020_108.pdf.pdf,1247531
108,TX_TX-TRS_AV_2021_108.pdf.pdf,719766
108,TX_TX-TRS_AV_2021_108_GASB67.pdf.pdf,332680
108,TX_TX-TRS_AV_2022_108.pdf.pdf,839530
108,TX_TRS_InvPolStmt_2014_108.pdf.pdf,604709
